hpi_type,hpi_flavor,frequency,level,place_name,place_id,yr,period,index_nsa,index_sa
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2009,4,195.72,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2010,1,189.7,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2010,2,185.35,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2010,3,186.79,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2010,4,182.75,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2011,1,178.5,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2011,2,171.38,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2011,3,169.81,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2011,4,170.12,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2012,1,169.05,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2012,2,165.14,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2012,3,169.17,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2012,4,172.66,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2013,1,175.17,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2013,2,181.5,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2013,3,186.1,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2013,4,189.53,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2014,1,190.87,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2014,2,194.22,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2014,3,198.86,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2014,4,198.66,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2015,1,200.39,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2015,2,204.21,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2015,3,206.85,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2015,4,207.74,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2016,1,212.96,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2016,2,215.6,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2016,3,220.26,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2016,4,224.24,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2017,1,226.07,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2017,2,233.23,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2017,3,236.73,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2017,4,236.86,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2018,1,244.59,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2018,2,248.95,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2018,3,250.95,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2018,4,256.9,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2019,1,276.48,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2019,2,281.41,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2019,3,286.28,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2019,4,286.04,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2020,1,286.85,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2020,2,289.83,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2020,3,294.46,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2020,4,300.23,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2021,1,307.53,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2021,2,321.69,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2021,3,334.51,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2021,4,342.82,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2022,1,350.17,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2022,2,365.32,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2022,3,349.85,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2022,4,349.57,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2023,1,342.03,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2023,2,351.74,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2023,3,348.75,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2023,4,355.98,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2024,1,354.3,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2024,2,366.65,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2024,3,363.02,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2024,4,359.96,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2025,1,366.1,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2025,2,377.08,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2025,3,360.88,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,1989,3,81.91,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,1989,4,79.0,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,1990,1,84.38,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,1990,2,85.61,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,1990,3,88.97,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,1990,4,87.33,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,1991,1,88.13,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,1991,2,91.29,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,1991,3,89.22,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,1991,4,91.93,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,1992,1,94.28,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,1992,2,95.46,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,1992,3,96.62,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,1992,4,96.29,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,1993,1,97.8,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,1993,2,95.93,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,1993,3,97.54,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,1993,4,99.08,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,1994,1,99.03,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,1994,2,98.91,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,1994,3,97.65,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,1994,4,99.05,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,1995,1,100.0,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,1995,2,99.27,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,1995,3,103.73,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,1995,4,102.03,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,1996,1,103.72,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,1996,2,103.21,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,1996,3,101.4,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,1996,4,100.38,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,1997,1,102.09,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,1997,2,99.43,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,1997,3,105.25,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,1997,4,102.66,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,1998,1,106.58,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,1998,2,104.71,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,1998,3,106.49,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,1998,4,107.24,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,1999,1,107.29,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,1999,2,108.42,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,1999,3,107.61,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,1999,4,110.07,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2000,1,112.42,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2000,2,113.49,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2000,3,115.86,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2000,4,115.07,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2001,1,117.97,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2001,2,121.23,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2001,3,124.23,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2001,4,124.65,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2002,1,127.38,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2002,2,127.83,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2002,3,131.75,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2002,4,133.41,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2003,1,134.93,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2003,2,138.96,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2003,3,142.61,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2003,4,148.02,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2004,1,151.18,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2004,2,159.7,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2004,3,171.61,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2004,4,183.19,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2005,1,199.6,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2005,2,213.05,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2005,3,225.31,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2005,4,233.32,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2006,1,244.93,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2006,2,245.36,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2006,3,250.29,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2006,4,251.84,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2007,1,253.99,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2007,2,240.13,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2007,3,237.15,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2007,4,226.8,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2008,1,213.26,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2008,2,184.68,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2008,3,166.83,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2008,4,144.28,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2009,1,143.56,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2009,2,139.57,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2009,3,133.42,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2009,4,130.56,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2010,1,124.98,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2010,2,123.06,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2010,3,126.85,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2010,4,129.07,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2011,1,129.9,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2011,2,124.97,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2011,3,124.29,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2011,4,126.2,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2012,1,124.98,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2012,2,124.09,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2012,3,127.07,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2012,4,129.92,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2013,1,132.41,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2013,2,134.79,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2013,3,141.88,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2013,4,148.15,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2014,1,149.6,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2014,2,155.55,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2014,3,161.23,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2014,4,166.76,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2015,1,165.48,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2015,2,171.1,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2015,3,173.97,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2015,4,177.9,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2016,1,179.9,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2016,2,182.4,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2016,3,185.62,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2016,4,192.28,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2017,1,190.92,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2017,2,199.85,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2017,3,197.71,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2017,4,199.62,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2018,1,204.4,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2018,2,205.25,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2018,3,207.33,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2018,4,210.87,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2019,1,212.5,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2019,2,213.43,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2019,3,216.66,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2019,4,217.81,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2020,1,223.38,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2020,2,224.63,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2020,3,227.95,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2020,4,233.68,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2021,1,243.59,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2021,2,253.55,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2021,3,266.38,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2021,4,277.38,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2022,1,284.34,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2022,2,294.03,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2022,3,305.59,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2022,4,297.54,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2023,1,308.9,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2023,2,309.4,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2023,3,319.24,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2023,4,316.42,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2024,1,326.04,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2024,2,345.68,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2024,3,346.49,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2024,4,342.91,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2025,1,354.84,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2025,2,371.23,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2025,3,373.63,
traditional,all-transactions,quarterly,MSA,"Fresno, CA",23420,1976,4,32.24,
traditional,all-transactions,quarterly,MSA,"Fresno, CA",23420,1977,1,38.23,
traditional,all-transactions,quarterly,MSA,"Fresno, CA",23420,1977,2,44.82,
traditional,all-transactions,quarterly,MSA,"Fresno, CA",23420,1977,3,45.95,
traditional,all-transactions,quarterly,MSA,"Fresno, CA",23420,1977,4,46.27,
traditional,all-transactions,quarterly,MSA,"Fresno, CA",23420,1978,1,50.85,
traditional,all-transactions,quarterly,MSA,"Fresno, CA",23420,1978,2,51.5,
traditional,all-transactions,quarterly,MSA,"Fresno, CA",23420,1978,3,55.41,
traditional,all-transactions,quarterly,MSA,"Fresno, CA",23420,1978,4,55.91,
traditional,all-transactions,quarterly,MSA,"Fresno, CA",23420,1979,1,58.48,
traditional,all-transactions,quarterly,MSA,"Fresno, CA",23420,1979,2,62.17,
traditional,all-transactions,quarterly,MSA,"Fresno, CA",23420,1979,3,63.23,
traditional,all-transactions,quarterly,MSA,"Fresno, CA",23420,1979,4,64.72,
traditional,all-transactions,quarterly,MSA,"Fresno, CA",23420,1980,1,66.19,
traditional,all-transactions,quarterly,MSA,"Fresno, CA",23420,1980,2,68.03,
traditional,all-transactions,quarterly,MSA,"Fresno, CA",23420,1980,3,68.49,
traditional,all-transactions,quarterly,MSA,"Fresno, CA",23420,1980,4,71.67,
traditional,all-transactions,quarterly,MSA,"Fresno, CA",23420,1981,1,71.47,
traditional,all-transactions,quarterly,MSA,"Fresno, CA",23420,1981,2,74.67,
traditional,all-transactions,quarterly,MSA,"Fresno, CA",23420,1981,3,73.08,
traditional,all-transactions,quarterly,MSA,"Fresno, CA",23420,1981,4,76.66,
traditional,all-transactions,quarterly,MSA,"Fresno, CA",23420,1982,1,78.06,
traditional,all-transactions,quarterly,MSA,"Fresno, CA",23420,1982,2,70.91,
traditional,all-transactions,quarterly,MSA,"Fresno, CA",23420,1982,3,69.55,
traditional,all-transactions,quarterly,MSA,"Fresno, CA",23420,1982,4,73.86,
traditional,all-transactions,quarterly,MSA,"Fresno, CA",23420,1983,1,72.39,
traditional,all-transactions,quarterly,MSA,"Fresno, CA",23420,1983,2,72.18,
traditional,all-transactions,quarterly,MSA,"Fresno, CA",23420,1983,3,70.96,
traditional,all-transactions,quarterly,MSA,"Fresno, CA",23420,1983,4,69.26,
