"LEA_STATE","LEA_STATE_NAME","LEAID","LEA_NAME","LEA_ADDRESS","LEA_CITY","LEA_ZIP","CJJ","LEA_HSE_IND","LEA_HSEPART_HI_M","LEA_HSEPART_HI_F","LEA_HSEPART_AM_M","LEA_HSEPART_AM_F","LEA_HSEPART_AS_M","LEA_HSEPART_AS_F","LEA_HSEPART_HP_M","LEA_HSEPART_HP_F","LEA_HSEPART_BL_M","LEA_HSEPART_BL_F","LEA_HSEPART_WH_M","LEA_HSEPART_WH_F","LEA_HSEPART_TR_M","LEA_HSEPART_TR_F","TOT_HSEPART_M","TOT_HSEPART_F","LEA_HSEPART_LEP_M","LEA_HSEPART_LEP_F","LEA_HSEPART_IDEA_M","LEA_HSEPART_IDEA_F"
"MN","Minnesota","2732070","Rockford Public School District","6051 Ash St","Rockford","55373","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2732250","Roseau Public School District","509 3rd St Ne","Roseau","56751","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2732390","Rosemount-Apple Valley-Eagan","3455 153rd St West","Rosemount","55068","No","Yes",3,2,1,0,0,1,1,0,1,0,11,1,0,3,17,7,2,1,1,0
"MN","Minnesota","2732430","Roseville Public School District","1251 W County Rd B2","Roseville","55113","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2732460","Rothsay Public School District","2040 Co Rd 52","Rothsay","56579","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2732520","Royalton Public School District","120 S Hawthorn St","Royalton","56373","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2732550","Rush City Public School District","51001 Fairfield Ave","Rush City","55069","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2732700","South Koochiching School District","11731 Hwy 1","Northome","56661","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2732820","Sartell-St. Stephen School District","212 3rd Ave N","Sartell","56377","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2732850","Sauk Centre Public School District","903 State Rd","Sauk Centre","56378","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2732880","Sauk Rapids-Rice Public Schools","1833 Osauka Rd Ne","Sauk Rapids","56379","No","Yes",0,0,0,0,0,0,0,0,0,1,4,2,0,0,4,3,0,0,0,0
"MN","Minnesota","2732970","Sebeka Public School District","200 1st St Nw","Sebeka","56477","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2733000","Shakopee Public School District","1200 Town Square Mall","Shakopee","55379","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2733210","Sleepy Eye Public School District","400 4th Ave Sw","Sleepy Eye","56085","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2733270","South St. Paul Public School Dist","104 5th Ave S","South Saint Paul","55075","No","Yes",1,1,0,0,0,0,0,0,0,0,1,3,0,0,2,4,0,1,0,0
"MN","Minnesota","2733300","Spring Grove School District","113 2nd Ave Nw","Spring Grove","55974","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2733330","Spring Lake Park Public Schools","1415 81st Ave Ne","Spring Lake Park","55432","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2733390","Springfield Public School District","12 S Burns","Springfield","56087","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2733420","St. Anthony-New Brighton Schools","3303 33rd Ave Ne","Saint Anthony","55418","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2733450","St. Charles Public School District","600 E 6th St","Saint Charles","55972","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2733480","St. Clair Public School District","121 W Main St","Saint Clair","56080","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2733510","St. Cloud Public School District","1201 2nd Street S","Waite Park","56387","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2733540","St. Francis Area Schools","4115 Ambassador Blvd","Saint Francis","55070","Yes","Yes",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"MN","Minnesota","2733600","St. James Public School District","500 3rd Ave S","Saint James","56081","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2733720","Nett Lake Public School District","13090 Westley Dr","Nett Lake","55772","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2733780","St. Louis Park Public School Dist.","6311 Wayzata Blvd","Saint Louis Park","55416","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2733790","St. Michael-Albertville School Dist","11343 50th St Ne","Albertville","55301","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2733810","South Washington County School Dist","7362 E Point Douglas Rd S","Cottage Grove","55016","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2733840","St. Paul Public School District","360 Colborne St","Saint Paul","55102","Yes","Yes",0,0,0,0,1,0,0,0,1,0,0,0,2,0,4,0,1,0,0,0
"MN","Minnesota","2733870","St. Peter Public School District","100 Lincoln Drive Ste 229","Saint Peter","56082","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2733900","Staples-Motley School District","905 4th St Ne","Staples","56479","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2738160","Stewartville Public School District","301 2nd Street Sw","Stewartville","55976","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2738190","Stillwater Area Public School Dist.","1875 Greeley St S","Stillwater","55082","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2738280","Swanville Public School District","602 Degraf St","Swanville","56382","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2738850","Thief River Falls School District","230 S Labree Ave","Thief River Falls","56701","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2738880","Esko Public School District","2 E Highway 61","Esko","55733","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2740665","Triton School District","813 W Hwy St","Dodge Center","55927","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2740680","Truman Public School District","401 E 1st St S","Truman","56088","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2740740","Lake Superior Public School Dist.","1640 Hwy 2 Ste 200","Two Harbors","55616","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2740810","Ulen-Hitterdal Public School Dist","27 Nw 2nd St","Ulen","56585","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2740830","Underwood Public School District","100 Southern Ave E","Underwood","56586","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2740860","Upsala Public School District","415 S Main St","Upsala","56384","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2740920","Verndale Public School District","411 Sw Brown St","Verndale","56481","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2741060","Wabasha-Kellogg Public School Dist.","2113 Hiawatha Dr E","Wabasha","55981","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2741430","Wabasso Public School District","1333 May St","Wabasso","56293","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2741460","Waconia Public School District","512 Industrial Blvd","Waconia","55387","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2741850","Warroad Public School District","510 Cedar Ave Nw","Warroad","56763","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2741880","Waseca Public School District","501 Elm Ave E","Waseca","56093","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2741910","Watertown-Mayer Public School Dist","1001 Hwy 25 Nw","Watertown","55388","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2742120","Waubun-Ogema-White Earth Public Sch","1013 3rd St","Waubun","56589","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2742160","Wayzata Public School District","210 County Road 101 N","Wayzata","55391","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2742270","West St. Paul-Mendota Heights-Eagan","1897 Delaware Ave","Mendota Heights","55118","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2742330","Wheaton Area Public School District","1700 3rd Ave S","Wheaton","56296","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2742360","White Bear Lake School District","4855 Bloom Ave","White Bear Lake","55110","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2742720","Willmar Public School District","611 5th St Sw","Willmar","56201","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2742750","Willow River Public School District","8142 Pine St","Willow River","55795","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2742780","Windom Public School District","1400 17th St","Windom","56101","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2744070","Winona Area Public School District","903 Gilmore Ave","Winona","55987","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2744160","Worthington Public School District","1117 Marine Ave","Worthington","56187","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2744190","Wrenshall Public School District","207 Pioneer Dr","Wrenshall","55797","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2745735","Zumbrota-Mazeppa School District","705 Mill St","Zumbrota","55992","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2791353","River Bend Education District","1315 S Broadway","New Ulm","56073","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2791443","Goodhue County Education District","Goodhue County Education District","Red Wing","55066","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2791445","Lake Crystal-Wellcome Memorial","607 Knights Ln","Lake Crystal","56055","No","Yes",0,0,0,0,0,0,0,0,1,0,4,9,0,0,5,9,0,0,1,2
"MN","Minnesota","2791446","Tri-County School District","303 Pembina Tr","Karlstad","56732","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2791447","Kittson Central School District","444 N Ash","Hallock","56728","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2791448","Norman County West School District","320 Main Street East","Hendrum","56550","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2791449","Win-E-Mac School District","23130 345 St Se","Erskine","56535","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2791450","Mesabi East School District","601 N 1st St W","Aurora","55705","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2791451","Janesville-Waldorf-Pemberton","110 E 3rd St","Janesville","56048","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2791455","West Central Education District","9 2nd Street Southwest","Melrose","56352","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MN","Minnesota","2791456","Perpich Center For Arts Education","6125 Olson Memorial Hwy","Golden Valley","55422","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MS","Mississippi","2800031","Ms School For The Arts","308 West Cherokee Street","Brookhaven","39601","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MS","Mississippi","2800183","Roger Amos Mcmurtry Adm","14426 James Bond Road","Gulfport","39503","No","Yes",0,0,0,0,0,0,0,0,2,0,2,3,0,0,4,3,0,0,3,0
"MS","Mississippi","2800185","West Bolivar Cons School Dist","909 Hwy 8","Rosedale","38769","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MS","Mississippi","2800186","North Bolivar Cons School Dist","204 N Edwards St.","Mound Bayou","38762","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MS","Mississippi","2800187","Sunflower Cty Cons School District","196 Martin Luther King Drive","Indianola","38751","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MS","Mississippi","2800188","Reimagine Prep","309 W Mcdowell Rd","Jackson","39212","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MS","Mississippi","2800189","Starkville- Oktibbeha Cons Dist","401 Greensboro Street","Starkville","39759","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MS","Mississippi","2800190","Midtown Public Charter School","301 Adelle St","Jackson","39202","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MS","Mississippi","2800191","West Point Consolidated School Dist","P.O. Box 656","West Point","39773","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MS","Mississippi","2800192","Joel E. Smillow Prep","787 E. Northside Drive","Jackson","39206","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MS","Mississippi","2800193","Joel E Smilow Collegiate","787 E Northside Drive","Jackson","39206","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MS","Mississippi","2800194","Clarksdale Collegiate District","1012 W 2nd Street","Clarksdale","38614","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MS","Mississippi","2800195","Holmes County Consolidated Sd","313 Olive Street","Lexington","39095","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MS","Mississippi","2800196","Winona-Montgomery Consolidated","218 Fairground St","Winona","38967","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MS","Mississippi","2800197","Ambition Preparatory Charter School","5331 Clinton Blvd","Jackson","39209","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MS","Mississippi","2800198","Greenwood-Leflore Cons Sch District","401 Howard Street","Greenwood","38935","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MS","Mississippi","2800199","Leflore Legacy Academy","500 W. Washington Street","Greenwood","38930","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MS","Mississippi","2800360","Aberdeen School Dist","1100 W Commerce","Aberdeen","39730","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MS","Mississippi","2800390","Alcorn School Dist","31 Cr 401","Corinth","38834","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MS","Mississippi","2800420","Amite County School District","533 Maggie St","Liberty","39645","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MS","Mississippi","2800450","Amory School Dist","124 N. Main St.","Amory","38821","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MS","Mississippi","2800510","Attala Co School Dist","100 Courthouse Bldg Ste 3","Kosciusko","39090","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MS","Mississippi","2800540","Baldwyn School District","107 West Main Street","Baldwyn","38824","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MS","Mississippi","2800570","Bay St Louis Waveland School Dist","200 N. Second St.","Bay St. Louis","39520","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MS","Mississippi","2800600","Benton Co School Dist","231 Court Street","Ashland","38603","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MS","Mississippi","2800630","Biloxi Public School Dist","160 St. Peter Street","Biloxi","39530","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MS","Mississippi","2800750","Cleveland School Dist","305 Merritt Drive","Cleveland","38732","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MS","Mississippi","2800820","Booneville School Dist","201 N. First Street","Booneville","38829","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MS","Mississippi","2800840","Brookhaven School Dist","326 East Court St.","Brookhaven","39601","No","Yes",0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,1,0,0,0,0
"MS","Mississippi","2800870","Calhoun Co School Dist","119 West Main Street","Pittsboro","38951","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MS","Mississippi","2800900","Canton Public School Dist","403 East Lincoln Street","Canton","39046","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MS","Mississippi","2800930","Carroll County School Dist","603 Lexington St","Carrollton","38917","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MS","Mississippi","2800960","Chickasaw Co School Dist","636 Starkville Rd.","Houston","38851","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MS","Mississippi","2800990","Choctaw Co School Dist","19 East Main Street","Ackerman","39735","No","Yes",0,0,0,0,0,0,0,0,0,0,4,1,0,0,4,1,0,0,1,0
"MS","Mississippi","2801020","Claiborne Co School Dist","404 Market Street","Port Gibson","39150","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MS","Mississippi","2801050","Clarksdale Municipal School Dist","526 S Choctaw Street","Clarksdale","38614","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MS","Mississippi","2801090","Clinton Public School Dist","201 Easthaven Drive","Clinton","39056","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MS","Mississippi","2801110","Coahoma County School District","1555 Lee Drive","Clarksdale","38614","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MS","Mississippi","2801140","Coffeeville School Dist","96 Mississippi Street","Coffeeville","38922","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MS","Mississippi","2801170","Columbia School District","613 Wildcat Way","Columbia","39429","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MS","Mississippi","2801189","Ms Schs For The Blind And Deaf","1252 Eastover Drive","Jackson","39211","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MS","Mississippi","2801191","Mdhs Division Of Youth Services","2375 Oakley Road","Raymond","39154","No","Yes",0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
"MS","Mississippi","2801192","Ellisville State School Adm","1101 Highway 11 South","Ellisville","39437","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MS","Mississippi","2801194","Ms School For Math And Science","5th Ave South And Mscw Dr","Columbus","39701","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MS","Mississippi","2801196","Hudspeth Center Administration","P. O. Box 127-B","Whitfield","39193","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MS","Mississippi","2801200","Columbus Municipal School Dist","2630 Mcarthur Drive","Columbus","39705","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MS","Mississippi","2801220","Copiah Co School Dist","254 West Gallatin Street","Hazlehurst","39083","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MS","Mississippi","2801260","Corinth School Dist","1204 North Harper Road","Corinth","38834","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MS","Mississippi","2801290","Covington County School District","1211 S. Dogwood St.","Collins","39428","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MS","Mississippi","2801320","Desoto Co School Dist","Five East South Street","Hernando","38632","Yes","-11",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MS","Mississippi","2801380","East Jasper Consolidated Sch Dist","714 North Pine Ave.","Heidelberg","39439","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MS","Mississippi","2801410","East Tallahatchie Consol Sch Dist","411 East Cheastnut Street","Charleston","38921","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MS","Mississippi","2801440","Enterprise School Dist","503 River Road","Enterprise","39330","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"MS","Mississippi","2801470","Forest Municipal School Dist","325 Cleveland","Forest","39074","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
