FIPS,State,Year,Month,Population,LaborForce,LF_Percent,Employed,Emp_Percent,Unemployed,Unemp_Rate
47,Tennessee,2012,11,5039605,3110110,61.7,2868599,56.9,241511,7.8
48,Texas,2012,11,19426494,12684830,65.3,11865269,61.1,819561,6.5
49,Utah,2012,11,2043508,1369825,67.0,1306922,64.0,62903,4.6
50,Vermont,2012,11,515863,355802,69.0,339263,65.8,16539,4.6
51,Virginia,2012,11,6351626,4228276,66.6,3989894,62.8,238382,5.6
53,Washington,2012,11,5406771,3458903,64.0,3202613,59.2,256290,7.4
54,West Virginia,2012,11,1487657,808820,54.4,750415,50.4,58405,7.2
55,Wisconsin,2012,11,4499924,3081025,68.5,2870832,63.8,210193,6.8
56,Wyoming,2012,11,445044,304034,68.3,288392,64.8,15642,5.1
1,Alabama,2012,12,3772213,2196849,58.2,2027585,53.8,169264,7.7
2,Alaska,2012,12,536462,363571,67.8,338299,63.1,25272,7.0
4,Arizona,2012,12,4996694,3011970,60.3,2767673,55.4,244297,8.1
5,Arkansas,2012,12,2266478,1337555,59.0,1241724,54.8,95831,7.2
6,California,2012,12,29470482,18572145,63.0,16764774,56.9,1807371,9.7
37,Los Angeles County,2012,12,7851241,4936816,62.9,4424992,56.4,511824,10.4
8,Colorado,2012,12,4019914,2762423,68.7,2558535,63.6,203888,7.4
9,Connecticut,2012,12,2860319,1875603,65.6,1719795,60.1,155808,8.3
10,Delaware,2012,12,723573,444459,61.4,413761,57.2,30698,6.9
11,District of Columbia,2012,12,528786,371117,70.2,339117,64.1,32000,8.6
12,Florida,2012,12,15502897,9351176,60.3,8593302,55.4,757874,8.1
13,Georgia,2012,12,7512187,4774785,63.6,4363453,58.1,411332,8.6
15,Hawaii,2012,12,1080278,657138,60.8,623704,57.7,33434,5.1
16,Idaho,2012,12,1203072,777269,64.6,721445,60.0,55824,7.2
17,Illinois,2012,12,10050380,6616557,65.8,6014345,59.8,602212,9.1
18,Indiana,2012,12,5050148,3179043,62.9,2917740,57.8,261303,8.2
19,Iowa,2012,12,2400064,1664424,69.3,1582360,65.9,82064,4.9
20,Kansas,2012,12,2181987,1493992,68.5,1410782,64.7,83210,5.6
21,Kentucky,2012,12,3402811,2077928,61.1,1910757,56.2,167171,8.0
22,Louisiana,2012,12,3513109,2096777,59.7,1960123,55.8,136654,6.5
23,Maine,2012,12,1085748,704381,64.9,654475,60.3,49906,7.1
24,Maryland,2012,12,4642974,3151770,67.9,2936522,63.2,215248,6.8
25,Massachusetts,2012,12,5402576,3524972,65.2,3287991,60.9,236981,6.7
26,Michigan,2012,12,7824084,4714311,60.3,4290208,54.8,424103,9.0
27,Minnesota,2012,12,4207221,2970628,70.6,2809078,66.8,161550,5.4
28,Mississippi,2012,12,2256364,1327551,58.8,1212997,53.8,114554,8.6
29,Missouri,2012,12,4677242,3002994,64.2,2794471,59.7,208523,6.9
30,Montana,2012,12,795359,510991,64.2,482927,60.7,28064,5.5
31,Nebraska,2012,12,1419408,1023657,72.1,984104,69.3,39553,3.9
32,Nevada,2012,12,2132536,1368717,64.2,1221416,57.3,147301,10.8
33,New Hampshire,2012,12,1074028,744798,69.3,703397,65.5,41401,5.6
34,New Jersey,2012,12,7040807,4644266,66.0,4212238,59.8,432028,9.3
35,New Mexico,2012,12,1600145,936710,58.5,871764,54.5,64946,6.9
36,New York,2012,12,15774798,9750026,61.8,8932637,56.6,817389,8.4
51000,New York city,2012,12,6826402,4110795,60.2,3733620,54.7,377175,9.2
37,North Carolina,2012,12,7506953,4740018,63.1,4284663,57.1,455355,9.6
38,North Dakota,2012,12,553134,400357,72.4,388368,70.2,11989,3.0
39,Ohio,2012,12,9054914,5708919,63.0,5286295,58.4,422624,7.4
40,Oklahoma,2012,12,2899850,1798616,62.0,1706621,58.9,91995,5.1
41,Oregon,2012,12,3109359,1939383,62.4,1774972,57.1,164411,8.5
42,Pennsylvania,2012,12,10211880,6488198,63.5,5997621,58.7,490577,7.6
44,Rhode Island,2012,12,857483,567964,66.2,513295,59.9,54669,9.6
45,South Carolina,2012,12,3657372,2184401,59.7,2000259,54.7,184142,8.4
46,South Dakota,2012,12,633565,443979,70.1,426732,67.4,17247,3.9
47,Tennessee,2012,12,5043215,3110540,61.7,2867483,56.9,243057,7.8
48,Texas,2012,12,19454660,12696262,65.3,11872052,61.0,824210,6.5
49,Utah,2012,12,2046732,1372278,67.0,1309891,64.0,62387,4.5
50,Vermont,2012,12,516082,355357,68.9,339030,65.7,16327,4.6
51,Virginia,2012,12,6357116,4230596,66.5,3992776,62.8,237820,5.6
53,Washington,2012,12,5411548,3451009,63.8,3204142,59.2,246867,7.2
54,West Virginia,2012,12,1487500,807647,54.3,749993,50.4,57654,7.1
55,Wisconsin,2012,12,4502135,3083026,68.5,2871053,63.8,211973,6.9
56,Wyoming,2012,12,445390,303664,68.2,288209,64.7,15455,5.1
1,Alabama,2013,1,3774259,2194352,58.1,2026368,53.7,167984,7.7
2,Alaska,2013,1,536768,363316,67.7,338057,63.0,25259,7.0
4,Arizona,2013,1,5001318,3010280,60.2,2766002,55.3,244278,8.1
5,Arkansas,2013,1,2266939,1335978,58.9,1239984,54.7,95994,7.2
6,California,2013,1,29498228,18574706,63.0,16786267,56.9,1788439,9.6
37,Los Angeles County,2013,1,7857725,4941747,62.9,4430877,56.4,510870,10.3
8,Colorado,2013,1,4025408,2762296,68.6,2561749,63.6,200547,7.3
9,Connecticut,2013,1,2861314,1872801,65.5,1717783,60.0,155018,8.3
10,Delaware,2013,1,724313,443803,61.3,413193,57.0,30610,6.9
11,District of Columbia,2013,1,529545,371466,70.1,339365,64.1,32101,8.6
12,Florida,2013,1,15519960,9350682,60.2,8599891,55.4,750791,8.0
13,Georgia,2013,1,7518552,4770271,63.4,4361108,58.0,409163,8.6
15,Hawaii,2013,1,1081458,656729,60.7,623862,57.7,32867,5.0
16,Idaho,2013,1,1204337,777547,64.6,721563,59.9,55984,7.2
17,Illinois,2013,1,10054257,6609602,65.7,6002440,59.7,607162,9.2
18,Indiana,2013,1,5052502,3180249,62.9,2918799,57.8,261450,8.2
19,Iowa,2013,1,2401264,1664530,69.3,1582401,65.9,82129,4.9
20,Kansas,2013,1,2182658,1493727,68.4,1410467,64.6,83260,5.6
21,Kentucky,2013,1,3404659,2076043,61.0,1909454,56.1,166589,8.0
22,Louisiana,2013,1,3514790,2099060,59.7,1959925,55.8,139135,6.6
23,Maine,2013,1,1085926,704614,64.9,654834,60.3,49780,7.1
24,Maryland,2013,1,4646577,3153086,67.9,2937108,63.2,215978,6.8
25,Massachusetts,2013,1,5407608,3524151,65.2,3286419,60.8,237732,6.7
26,Michigan,2013,1,7826793,4719723,60.3,4295146,54.9,424577,9.0
27,Minnesota,2013,1,4209880,2970902,70.6,2811406,66.8,159496,5.4
28,Mississippi,2013,1,2257110,1317893,58.4,1203460,53.3,114433,8.7
29,Missouri,2013,1,4678480,3002311,64.2,2794520,59.7,207791,6.9
30,Montana,2013,1,796019,511221,64.2,483295,60.7,27926,5.5
31,Nebraska,2013,1,1420237,1023277,72.0,983797,69.3,39480,3.9
32,Nevada,2013,1,2134785,1368242,64.1,1222288,57.3,145954,10.7
33,New Hampshire,2013,1,1074498,744620,69.3,703278,65.5,41342,5.6
34,New Jersey,2013,1,7045066,4639842,65.9,4211784,59.8,428058,9.2
35,New Mexico,2013,1,1600885,936071,58.5,870863,54.4,65208,7.0
36,New York,2013,1,15785814,9749428,61.8,8938070,56.6,811358,8.3
51000,New York city,2013,1,6834043,4112965,60.2,3736966,54.7,375999,9.1
37,North Carolina,2013,1,7513305,4743773,63.1,4284942,57.0,458831,9.7
38,North Dakota,2013,1,554384,400790,72.3,388794,70.1,11996,3.0
39,Ohio,2013,1,9057805,5705642,63.0,5279345,58.3,426297,7.5
40,Oklahoma,2013,1,2901757,1796774,61.9,1704237,58.7,92537,5.2
41,Oregon,2013,1,3111232,1934461,62.2,1771713,56.9,162748,8.4
42,Pennsylvania,2013,1,10214137,6478961,63.4,5992379,58.7,486582,7.5
44,Rhode Island,2013,1,857898,567147,66.1,512926,59.8,54221,9.6
45,South Carolina,2013,1,3660980,2184235,59.7,2001739,54.7,182496,8.4
46,South Dakota,2013,1,634064,443824,70.0,426701,67.3,17123,3.9
47,Tennessee,2013,1,5046497,3108946,61.6,2864174,56.8,244772,7.9
48,Texas,2013,1,19482387,12707506,65.2,11876689,61.0,830817,6.5
49,Utah,2013,1,2049810,1374300,67.0,1312550,64.0,61750,4.5
50,Vermont,2013,1,516298,354838,68.7,338652,65.6,16186,4.6
51,Virginia,2013,1,6362105,4230724,66.5,3993159,62.8,237565,5.6
53,Washington,2013,1,5415927,3447420,63.7,3204570,59.2,242850,7.0
54,West Virginia,2013,1,1487230,805929,54.2,749249,50.4,56680,7.0
55,Wisconsin,2013,1,4504053,3083992,68.5,2870025,63.7,213967,6.9
56,Wyoming,2013,1,445674,303244,68.0,287947,64.6,15297,5.0
1,Alabama,2013,2,3775807,2191133,58.0,2024756,53.6,166377,7.6
2,Alaska,2013,2,536896,362989,67.6,337758,62.9,25231,7.0
4,Arizona,2013,2,5005266,3008722,60.1,2764768,55.2,243954,8.1
5,Arkansas,2013,2,2267064,1334562,58.9,1238430,54.6,96132,7.2
6,California,2013,2,29521988,18572838,62.9,16805242,56.9,1767596,9.5
37,Los Angeles County,2013,2,7863505,4945393,62.9,4436298,56.4,509095,10.3
8,Colorado,2013,2,4030519,2761529,68.5,2564171,63.6,197358,7.1
9,Connecticut,2013,2,2861868,1870440,65.4,1716117,60.0,154323,8.3
10,Delaware,2013,2,724897,443081,61.1,412614,56.9,30467,6.9
11,District of Columbia,2013,2,530232,371528,70.1,339406,64.0,32122,8.6
12,Florida,2013,2,15534529,9350620,60.2,8607337,55.4,743283,7.9
13,Georgia,2013,2,7523764,4765461,63.3,4358816,57.9,406645,8.5
15,Hawaii,2013,2,1082470,656429,60.6,624132,57.7,32297,4.9
16,Idaho,2013,2,1205429,776760,64.4,721816,59.9,54944,7.1
17,Illinois,2013,2,10056576,6601778,65.6,5991044,59.6,610734,9.3
18,Indiana,2013,2,5054243,3180962,62.9,2920627,57.8,260335,8.2
19,Iowa,2013,2,2402124,1664760,69.3,1582646,65.9,82114,4.9
20,Kansas,2013,2,2183029,1493229,68.4,1410194,64.6,83035,5.6
21,Kentucky,2013,2,3406083,2073271,60.9,1906982,56.0,166289,8.0
22,Louisiana,2013,2,3516124,2100707,59.7,1959579,55.7,141128,6.7
23,Maine,2013,2,1085902,704775,64.9,655191,60.3,49584,7.0
24,Maryland,2013,2,4649707,3153463,67.8,2937155,63.2,216308,6.9
25,Massachusetts,2013,2,5412017,3523765,65.1,3285205,60.7,238560,6.8
26,Michigan,2013,2,7828505,4725309,60.4,4301009,54.9,424300,9.0
27,Minnesota,2013,2,4212076,2970021,70.5,2812607,66.8,157414,5.3
28,Mississippi,2013,2,2257544,1308181,57.9,1194144,52.9,114037,8.7
29,Missouri,2013,2,4678943,3001889,64.2,2794929,59.7,206960,6.9
30,Montana,2013,2,796599,511535,64.2,483680,60.7,27855,5.4
31,Nebraska,2013,2,1420833,1022741,72.0,983365,69.2,39376,3.9
32,Nevada,2013,2,2136828,1367920,64.0,1223299,57.2,144621,10.6
33,New Hampshire,2013,2,1074831,744226,69.2,703122,65.4,41104,5.5
34,New Jersey,2013,2,7048492,4632935,65.7,4209852,59.7,423083,9.1
35,New Mexico,2013,2,1601431,935126,58.4,869744,54.3,65382,7.0
36,New York,2013,2,15794949,9746715,61.7,8943030,56.6,803685,8.2
51000,New York city,2013,2,6840986,4114834,60.1,3740582,54.7,374252,9.1
37,North Carolina,2013,2,7518448,4720296,62.8,4284682,57.0,435614,9.2
38,North Dakota,2013,2,555577,401300,72.2,389336,70.1,11964,3.0
39,Ohio,2013,2,9059544,5704119,63.0,5275225,58.2,428894,7.5
40,Oklahoma,2013,2,2903233,1795146,61.8,1702208,58.6,92938,5.2
41,Oregon,2013,2,3112742,1929937,62.0,1769339,56.8,160598,8.3
42,Pennsylvania,2013,2,10215057,6468839,63.3,5988073,58.6,480766,7.4
44,Rhode Island,2013,2,858246,566234,66.0,512262,59.7,53972,9.5
45,South Carolina,2013,2,3663739,2183353,59.6,2003335,54.7,180018,8.2
46,South Dakota,2013,2,634453,443758,69.9,426736,67.3,17022,3.8
47,Tennessee,2013,2,5049219,3105862,61.5,2859940,56.6,245922,7.9
48,Texas,2013,2,19507472,12719805,65.2,11883962,60.9,835843,6.6
49,Utah,2013,2,2052740,1376451,67.1,1315426,64.1,61025,4.4
50,Vermont,2013,2,516444,354348,68.6,338233,65.5,16115,4.5
51,Virginia,2013,2,6366526,4229991,66.4,3992632,62.7,237359,5.6
53,Washington,2013,2,5419773,3431663,63.3,3204926,59.1,226737,6.6
54,West Virginia,2013,2,1486754,804103,54.1,748514,50.3,55589,6.9
55,Wisconsin,2013,2,4505424,3084558,68.5,2869396,63.7,215162,7.0
56,Wyoming,2013,2,445944,302868,67.9,287746,64.5,15122,5.0
1,Alabama,2013,3,3777569,2187970,57.9,2023684,53.6,164286,7.5
2,Alaska,2013,3,537059,362736,67.5,337569,62.9,25167,6.9
4,Arizona,2013,3,5009439,3008264,60.1,2765412,55.2,242852,8.1
5,Arkansas,2013,3,2267400,1333416,58.8,1237361,54.6,96055,7.2
6,California,2013,3,29545085,18572550,62.9,16827767,57.0,1744783,9.4
37,Los Angeles County,2013,3,7869554,4949318,62.9,4443180,56.5,506138,10.2
8,Colorado,2013,3,4035697,2761405,68.4,2566985,63.6,194420,7.0
9,Connecticut,2013,3,2862619,1869602,65.3,1716045,59.9,153557,8.2
10,Delaware,2013,3,725495,442455,61.0,412240,56.8,30215,6.8
11,District of Columbia,2013,3,530960,371415,70.0,339395,63.9,32020,8.6
12,Florida,2013,3,15549654,9353812,60.2,8619342,55.4,734470,7.9
13,Georgia,2013,3,7529351,4762088,63.2,4358791,57.9,403297,8.5
15,Hawaii,2013,3,1083177,656496,60.6,624796,57.7,31700,4.8
16,Idaho,2013,3,1206637,776966,64.4,722517,59.9,54449,7.0
17,Illinois,2013,3,10059459,6596054,65.6,5983971,59.5,612083,9.3
18,Indiana,2013,3,5056511,3182406,62.9,2924773,57.8,257633,8.1
19,Iowa,2013,3,2403215,1666460,69.3,1584591,65.9,81869,4.9
20,Kansas,2013,3,2183425,1492937,68.4,1410459,64.6,82478,5.5
21,Kentucky,2013,3,3407741,2070619,60.8,1904491,55.9,166128,8.0
22,Louisiana,2013,3,3517618,2101876,59.8,1959942,55.7,141934,6.8
23,Maine,2013,3,1086059,705026,64.9,655798,60.4,49228,7.0
24,Maryland,2013,3,4652794,3153316,67.8,2937574,63.1,215742,6.8
25,Massachusetts,2013,3,5416697,3524945,65.1,3285823,60.7,239122,6.8
26,Michigan,2013,3,7830917,4731253,60.4,4308365,55.0,422888,8.9
27,Minnesota,2013,3,4214659,2968514,70.4,2813256,66.7,155258,5.2
28,Mississippi,2013,3,2258077,1298886,57.5,1185778,52.5,113108,8.7
29,Missouri,2013,3,4679934,3002750,64.2,2796580,59.8,206170,6.9
30,Montana,2013,3,797214,511924,64.2,484126,60.7,27798,5.4
31,Nebraska,2013,3,1421521,1022434,71.9,983239,69.2,39195,3.8
32,Nevada,2013,3,2138900,1368030,64.0,1224968,57.3,143062,10.5
33,New Hampshire,2013,3,1075277,743945,69.2,703330,65.4,40615,5.5
34,New Jersey,2013,3,7051969,4625121,65.6,4208350,59.7,416771,9.0
35,New Mexico,2013,3,1601885,934307,58.3,868962,54.2,65345,7.0
36,New York,2013,3,15804150,9747363,61.7,8953024,56.6,794339,8.1
51000,New York city,2013,3,6847894,4119042,60.2,3746950,54.7,372092,9.0
37,North Carolina,2013,3,7523689,4702374,62.5,4285914,57.0,416460,8.9
38,North Dakota,2013,3,556809,401908,72.2,390013,70.0,11895,3.0
39,Ohio,2013,3,9062137,5706014,63.0,5276320,58.2,429694,7.5
40,Oklahoma,2013,3,2904883,1794473,61.8,1701502,58.6,92971,5.2
41,Oregon,2013,3,3114453,1926440,61.9,1768505,56.8,157935,8.2
42,Pennsylvania,2013,3,10216778,6460926,63.2,5987479,58.6,473447,7.3
44,Rhode Island,2013,3,858568,565503,65.9,511632,59.6,53871,9.5
45,South Carolina,2013,3,3666793,2182614,59.5,2006033,54.7,176581,8.1
46,South Dakota,2013,3,634903,443883,69.9,426969,67.2,16914,3.8
47,Tennessee,2013,3,5052252,3102439,61.4,2856587,56.5,245852,7.9
48,Texas,2013,3,19532578,12735208,65.2,11899153,60.9,836055,6.6
49,Utah,2013,3,2055822,1379270,67.1,1319013,64.2,60257,4.4
50,Vermont,2013,3,516613,353993,68.5,337922,65.4,16071,4.5
51,Virginia,2013,3,6370709,4230280,66.4,3993380,62.7,236900,5.6
53,Washington,2013,3,5423691,3435014,63.3,3206630,59.1,228384,6.6
54,West Virginia,2013,3,1486445,802664,54.0,748164,50.3,54500,6.8
55,Wisconsin,2013,3,4507195,3085623,68.5,2870850,63.7,214773,7.0
56,Wyoming,2013,3,446228,302620,67.8,287723,64.5,14897,4.9
1,Alabama,2013,4,3779544,2186564,57.9,2024514,53.6,162050,7.4
2,Alaska,2013,4,537119,362699,67.5,337618,62.9,25081,6.9
4,Arizona,2013,4,5013760,3009686,60.0,2768451,55.2,241235,8.0
5,Arkansas,2013,4,2267849,1332609,58.8,1236851,54.5,95758,7.2
6,California,2013,4,29570157,18580103,62.8,16857891,57.0,1722212,9.3
37,Los Angeles County,2013,4,7875917,4955784,62.9,4453408,56.5,502376,10.1
8,Colorado,2013,4,4040956,2762654,68.4,2570753,63.6,191901,6.9
9,Connecticut,2013,4,2863539,1870816,65.3,1718121,60.0,152695,8.2
10,Delaware,2013,4,726165,442129,60.9,412266,56.8,29863,6.8
11,District of Columbia,2013,4,531704,371236,69.8,339438,63.8,31798,8.6
12,Florida,2013,4,15565449,9362568,60.1,8637691,55.5,724877,7.7
13,Georgia,2013,4,7535225,4759690,63.2,4360570,57.9,399120,8.4
15,Hawaii,2013,4,1083826,657068,60.6,625939,57.8,31129,4.7
16,Idaho,2013,4,1207907,778228,64.4,723799,59.9,54429,7.0
17,Illinois,2013,4,10063121,6594593,65.5,5983289,59.5,611304,9.3
18,Indiana,2013,4,5059027,3185479,63.0,2931926,58.0,253553,8.0
19,Iowa,2013,4,2404463,1670648,69.5,1589228,66.1,81420,4.9
20,Kansas,2013,4,2183893,1493226,68.4,1411455,64.6,81771,5.5
21,Kentucky,2013,4,3409498,2069111,60.7,1903165,55.8,165946,8.0
22,Louisiana,2013,4,3519175,2103102,59.8,1961694,55.7,141408,6.7
23,Maine,2013,4,1086220,705584,65.0,656853,60.5,48731,6.9
24,Maryland,2013,4,4656213,3153406,67.7,2939244,63.1,214162,6.8
25,Massachusetts,2013,4,5421824,3528088,65.1,3288811,60.7,239277,6.8
26,Michigan,2013,4,7833787,4738500,60.5,4317492,55.1,421008,8.9
27,Minnesota,2013,4,4217466,2967260,70.4,2814080,66.7,153180,5.2
28,Mississippi,2013,4,2258698,1290535,57.1,1178787,52.2,111748,8.7
29,Missouri,2013,4,4681126,3005494,64.2,2799768,59.8,205726,6.8
30,Montana,2013,4,797849,512352,64.2,484640,60.7,27712,5.4
31,Nebraska,2013,4,1422260,1022538,71.9,983552,69.2,38986,3.8
32,Nevada,2013,4,2141053,1368751,63.9,1227493,57.3,141258,10.3
33,New Hampshire,2013,4,1075785,744108,69.2,704155,65.5,39953,5.4
34,New Jersey,2013,4,7056137,4618318,65.5,4208810,59.6,409508,8.9
35,New Mexico,2013,4,1602427,933898,58.3,868813,54.2,65085,7.0
36,New York,2013,4,15814836,9755486,61.7,8970530,56.7,784956,8.0
51000,New York city,2013,4,6855417,4127362,60.2,3756952,54.8,370410,9.0
37,North Carolina,2013,4,7528989,4688685,62.3,4290198,57.0,398487,8.5
38,North Dakota,2013,4,558029,402644,72.2,390830,70.0,11814,2.9
39,Ohio,2013,4,9065252,5711530,63.0,5282583,58.3,428947,7.5
40,Oklahoma,2013,4,2906645,1795137,61.8,1702473,58.6,92664,5.2
41,Oregon,2013,4,3116387,1924494,61.8,1769516,56.8,154978,8.1
42,Pennsylvania,2013,4,10219150,6457501,63.2,5991695,58.6,465806,7.2
44,Rhode Island,2013,4,858909,565140,65.8,511241,59.5,53899,9.5
45,South Carolina,2013,4,3669896,2182843,59.5,2010251,54.8,172592,7.9
46,South Dakota,2013,4,635346,444236,69.9,427442,67.3,16794,3.8
47,Tennessee,2013,4,5055514,3099787,61.3,2855209,56.5,244578,7.9
48,Texas,2013,4,19558609,12756173,65.2,11924689,61.0,831484,6.5
49,Utah,2013,4,2059007,1383038,67.2,1323457,64.3,59581,4.3
50,Vermont,2013,4,516830,353865,68.5,337842,65.4,16023,4.5
51,Virginia,2013,4,6374894,4232802,66.4,3996644,62.7,236158,5.6
53,Washington,2013,4,5427733,3439607,63.4,3210292,59.1,229315,6.7
54,West Virginia,2013,4,1486211,801908,54.0,748347,50.4,53561,6.7
55,Wisconsin,2013,4,4509275,3087929,68.5,2875017,63.8,212912,6.9
56,Wyoming,2013,4,446515,302537,67.8,287910,64.5,14627,4.8
1,Alabama,2013,5,3781653,2185922,57.8,2025647,53.6,160275,7.3
2,Alaska,2013,5,537640,362831,67.5,337789,62.8,25042,6.9
4,Arizona,2013,5,5018358,3012391,60.0,2772783,55.3,239608,8.0
5,Arkansas,2013,5,2268350,1331850,58.7,1236487,54.5,95363,7.2
6,California,2013,5,29597143,18593285,62.8,16889883,57.1,1703402,9.2
37,Los Angeles County,2013,5,7881967,4964603,63.0,4465905,56.7,498698,10.0
8,Colorado,2013,5,4046839,2764587,68.3,2574577,63.6,190010,6.9
9,Connecticut,2013,5,2864611,1873445,65.4,1721568,60.1,151877,8.1
10,Delaware,2013,5,726847,442120,60.8,412649,56.8,29471,6.7
11,District of Columbia,2013,5,532455,370942,69.7,339365,63.7,31577,8.5
12,Florida,2013,5,15582604,9374508,60.2,8658483,55.6,716025,7.6
13,Georgia,2013,5,7542047,4759163,63.1,4364376,57.9,394787,8.3
15,Hawaii,2013,5,1085353,658034,60.6,627326,57.8,30708,4.7
16,Idaho,2013,5,1209256,780393,64.5,725400,60.0,54993,7.0
17,Illinois,2013,5,10067182,6595530,65.5,5986162,59.5,609368,9.2
18,Indiana,2013,5,5061599,3189413,63.0,2940477,58.1,248936,7.8
19,Iowa,2013,5,2405803,1676442,69.7,1595602,66.3,80840,4.8
20,Kansas,2013,5,2184847,1493723,68.4,1412601,64.7,81122,5.4
21,Kentucky,2013,5,3411650,2068433,60.6,1902556,55.8,165877,8.0
22,Louisiana,2013,5,3521055,2104112,59.8,1964227,55.8,139885,6.6
23,Maine,2013,5,1086458,706340,65.0,658175,60.6,48165,6.8
24,Maryland,2013,5,4659908,3153372,67.7,2941249,63.1,212123,6.7
25,Massachusetts,2013,5,5427009,3531841,65.1,3292647,60.7,239194,6.8
26,Michigan,2013,5,7836558,4746468,60.6,4326612,55.2,419856,8.8
27,Minnesota,2013,5,4220375,2966282,70.3,2814887,66.7,151395,5.1
28,Mississippi,2013,5,2259556,1282991,56.8,1172744,51.9,110247,8.6
29,Missouri,2013,5,4682729,3008690,64.3,2803121,59.9,205569,6.8
30,Montana,2013,5,798560,512688,64.2,485080,60.7,27608,5.4
31,Nebraska,2013,5,1423191,1022635,71.9,983842,69.1,38793,3.8
32,Nevada,2013,5,2143344,1369826,63.9,1230382,57.4,139444,10.2
33,New Hampshire,2013,5,1076324,744612,69.2,705279,65.5,39333,5.3
34,New Jersey,2013,5,7060218,4612010,65.3,4209789,59.6,402221,8.7
35,New Mexico,2013,5,1603170,933685,58.2,868955,54.2,64730,6.9
36,New York,2013,5,15825352,9768311,61.7,8990433,56.8,777878,8.0
51000,New York city,2013,5,6862547,4138695,60.3,3768399,54.9,370296,8.9
37,North Carolina,2013,5,7536209,4680951,62.1,4296520,57.0,384431,8.2
38,North Dakota,2013,5,559417,403326,72.1,391590,70.0,11736,2.9
39,Ohio,2013,5,9068403,5717463,63.0,5289617,58.3,427846,7.5
40,Oklahoma,2013,5,2908766,1796396,61.8,1704077,58.6,92319,5.1
41,Oregon,2013,5,3118296,1923606,61.7,1771506,56.8,152100,7.9
42,Pennsylvania,2013,5,10221661,6456965,63.2,5997376,58.7,459589,7.1
44,Rhode Island,2013,5,859365,565047,65.8,511015,59.5,54032,9.6
45,South Carolina,2013,5,3673751,2183763,59.4,2015103,54.9,168660,7.7
46,South Dakota,2013,5,635884,444610,69.9,427935,67.3,16675,3.8
47,Tennessee,2013,5,5059107,3097184,61.2,2854524,56.4,242660,7.8
48,Texas,2013,5,19586394,12779270,65.2,11954586,61.0,824684,6.5
49,Utah,2013,5,2062240,1387307,67.3,1328185,64.4,59122,4.3
50,Vermont,2013,5,517069,353871,68.4,337907,65.4,15964,4.5
51,Virginia,2013,5,6381366,4236585,66.4,4001014,62.7,235571,5.6
53,Washington,2013,5,5432773,3444375,63.4,3214598,59.2,229777,6.7
54,West Virginia,2013,5,1486014,801635,53.9,748691,50.4,52944,6.6
55,Wisconsin,2013,5,4511413,3090653,68.5,2880153,63.8,210500,6.8
56,Wyoming,2013,5,446893,302533,67.7,288165,64.5,14368,4.7
1,Alabama,2013,6,3784071,2185437,57.8,2026120,53.5,159317,7.3
2,Alaska,2013,6,537619,363045,67.5,337934,62.9,25111,6.9
4,Arizona,2013,6,5023252,3015354,60.0,2777113,55.3,238241,7.9
5,Arkansas,2013,6,2269129,1330975,58.7,1235995,54.5,94980,7.1
6,California,2013,6,29624828,18606527,62.8,16916720,57.1,1689807,9.1
37,Los Angeles County,2013,6,7888053,4973381,63.0,4477871,56.8,495510,10.0
8,Colorado,2013,6,4052437,2766580,68.3,2577852,63.6,188728,6.8
9,Connecticut,2013,6,2865914,1876420,65.5,1725319,60.2,151101,8.1
10,Delaware,2013,6,727601,442362,60.8,413261,56.8,29101,6.6
11,District of Columbia,2013,6,533220,370427,69.5,338977,63.6,31450,8.5
12,Florida,2013,6,15600503,9386237,60.2,8677323,55.6,708914,7.6
13,Georgia,2013,6,7548483,4758902,63.0,4368148,57.9,390754,8.2
15,Hawaii,2013,6,1085801,659243,60.7,628714,57.9,30529,4.6
16,Idaho,2013,6,1210722,782773,64.7,727018,60.0,55755,7.1
17,Illinois,2013,6,10072289,6596477,65.5,5989341,59.5,607136,9.2
18,Indiana,2013,6,5064948,3194065,63.1,2949434,58.2,244631,7.7
19,Iowa,2013,6,2407503,1682142,69.9,1601939,66.5,80203,4.8
20,Kansas,2013,6,2185537,1493828,68.4,1413342,64.7,80486,5.4
21,Kentucky,2013,6,3413819,2067617,60.6,1901688,55.7,165929,8.0
22,Louisiana,2013,6,3522978,2104618,59.7,1966633,55.8,137985,6.6
23,Maine,2013,6,1086836,707082,65.1,659452,60.7,47630,6.7
24,Maryland,2013,6,4663714,3152657,67.6,2942515,63.1,210142,6.7
25,Massachusetts,2013,6,5433010,3534701,65.1,3295742,60.7,238959,6.8
26,Michigan,2013,6,7840630,4753846,60.6,4333971,55.3,419875,8.8
27,Minnesota,2013,6,4223916,2965639,70.2,2815714,66.7,149925,5.1
28,Mississippi,2013,6,2260409,1275663,56.4,1166617,51.6,109046,8.5
29,Missouri,2013,6,4684631,3010588,64.3,2805281,59.9,205307,6.8
30,Montana,2013,6,799324,512910,64.2,485408,60.7,27502,5.4
31,Nebraska,2013,6,1424166,1022218,71.8,983644,69.1,38574,3.8
32,Nevada,2013,6,2145695,1370835,63.9,1233069,57.5,137766,10.0
33,New Hampshire,2013,6,1076980,745153,69.2,706241,65.6,38912,5.2
34,New Jersey,2013,6,7065369,4604956,65.2,4209652,59.6,395304,8.6
35,New Mexico,2013,6,1603839,933327,58.2,868924,54.2,64403,6.9
